filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,hiphopiness,speechiness
$alvationArmyOcean_Sa-whereareu(MixBy.BadGuyOceanFt.GREATFLY).mp3,0.196320856,0.486720963,-0.003825558,-0.028078097,-0.127332031,0.167276337,0.819509596,0.41917577,-0.536913746,-1.01850009,-0.481350321,-0.731943949,-1.306387457,-0.399681926,-0.868964843,-0.022951114,0.703934989,0.265827207,0.91824294,-0.472710838,0.353909251,-0.295434116,-0.114730722,-0.029623235,-0.699412326,-0.600882148,0.970765531,0.800620317
$hockZoo-$hockZoo-黑武士.mp3,0.592913267,0.818929751,0.307401241,0.232952829,0.185720197,-0.166168137,0.365933168,-0.323249835,-0.341342229,-0.522110728,1.463389266,-0.455415053,-0.036058401,1.345555082,-0.228689531,0.504063115,0.399338155,0.845379572,0.878208649,1.907100814,1.600354896,0.914244063,1.77438129,2.408136422,0.868778821,-0.551000876,0.000677715,0.679621875
$yo-星标好友.mp3,0.848227881,0.648091859,0.114115058,0.128231869,0.085941955,-0.150178303,0.992355153,0.153629422,-1.168373193,-1.036473849,-1.720527305,-1.862113041,0.991779239,-0.367266464,-0.606329253,0.898850143,-1.339527457,0.456321268,1.295519903,0.70368196,1.610336912,-0.318291623,-0.997516009,0.636057593,-0.577067068,-0.412672565,0.981685102,0.742181599
$ĐЁ-RealHipHop.mp3,1.072575932,-0.461651532,0.848079562,1.553275661,1.40185079,0.073958812,0.191125495,-0.407770853,0.28274094,-2.49246054,1.191323114,-0.250884991,-0.534178287,1.07116454,-0.614050811,0.389069013,0.556017142,0.634295166,-0.317370224,-0.002621707,1.635685754,0.953488051,0.982127226,1.278356539,-1.023029043,-1.196559475,0.128021106,0.998191416
$ĐЁ-我爱内蒙古.mp3,1.930278029,-0.507996771,0.661735474,0.640476755,0.889148446,0.023163039,0.134976086,-0.508215084,-0.787659398,-0.523784322,-0.097245666,0.742281555,-0.115139751,1.649372404,0.502376008,1.067899057,1.093557098,1.258102408,1.193623433,0.985092135,1.680418452,0.670079092,2.343545366,1.60412156,1.02611871,-0.038291446,0.082157783,0.835639596
$ĐЁTripleS-Slow.mp3,0.599307399,1.043704357,-0.43352677,0.264460917,-0.434207879,-1.075523955,0.122277672,0.366634399,1.700226608,0.134997027,1.258486883,-0.262887196,0.587586344,0.143269783,-0.343418981,0.884919884,0.634280924,1.183511332,0.671177997,0.618045034,1.445329571,0.688514264,-0.564065035,0.041145959,0.065955642,-0.442546565,0.328053415,0.838823557
0879_Purpledemon-XO.mp3,2.550321156,3.210090098,-0.086766968,0.405402715,0.148793302,-1.291706784,0.520466023,-0.088994308,0.699053382,-0.225465524,0.048888969,0.496693949,1.405127261,1.021226503,0.498054089,2.286183876,2.934909784,0.598515502,1.342921353,0.669565987,1.049860651,0.974772565,0.590565173,0.445912026,1.367386062,2.004927653,0.999735653,0.043033943
1four8.-揭露(lookatmeremix).mp3,1.04163551,0.619923297,-0.210931916,-0.125215879,-0.024218208,-0.912290951,0.224662732,0.314666808,-0.55259041,-1.631857544,-0.523301133,0.046492224,-2.023652954,-1.632008492,0.135989263,-0.914488546,-1.055185942,1.612773874,1.393277692,-0.968321568,0.900420619,0.768029057,0.579257395,1.64648564,0.401863768,0.128783745,0.994464338,0.482678413
37号轨道-discover专辑片段试听.mp3,0.690149843,0.617182966,-0.094336808,-0.088883469,-0.013812023,-0.056788176,0.962283661,0.078230599,-0.968023793,0.932905081,0.316157218,0.802180937,-0.335530199,-0.569927417,1.237020615,0.081002754,0.020439427,0.007377801,0.362960851,-0.424466215,-1.180264969,0.031082936,-0.318517796,0.348604857,0.506243317,-0.354442029,0.697070837,0.540818095
47School-47SCHOOL.mp3,0.74765787,-0.522531225,0.973467436,-0.009329085,0.57789243,1.425053953,-0.048175335,-1.029628873,-1.446245905,-1.658554101,-2.861755179,-1.96600263,-1.945246699,-0.362887107,0.019295757,1.004559434,0.953716782,-0.912955714,-1.456456151,-0.025775391,-0.23628632,-1.162215518,0.050520465,1.587527395,-0.181509013,-2.390358559,0.999987841,0.999376118
