filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,hiphopiness,speechiness,Column1
$alvationArmyOcean_Sa-whereareu(MixBy.BadGuyOceanFt.GREATFLY).mp3,0.34796186270028956,0.209104523062706,2012.3291518566052,2206.461021,4066.200008,0.090945553,-87.45270534,109.7858061,-1.198166239,14.18795363,0.370129139,0.410463578,-8.85008469,0.189609877,-11.07383698,2.440669406,-2.235450129,1.521945904,-0.323745949,-2.28315194,-2.146098033,-1.021273493,-5.225470716,0.338760191,-6.309647611,-2.367230431,,,
$hockZoo-$hockZoo-黑武士.mp3,0.37375566855688297,0.23153172433376312,2161.880829,2298.306774,4398.317482,0.081975741,-117.9818221,92.99315207,1.857954307,19.58885245,14.77004529,2.361760139,-1.224810062,10.90987732,-7.344072798,5.201820878,-3.759225632,4.336252863,-0.491532653,7.832665436,2.751358547,3.603725689,1.540612428,8.908042499,-1.105704732,-2.191988405,,,
$yo-星标好友.mp3,0.39036096760615613,0.2199985682964325,2069.002346337136,2261.459893,4292.462628,0.082405875,-75.81889492,103.7795101,-11.06573907,13.99239252,-8.805415387,-7.564453671,4.944886087,0.388724623,-9.543918833,7.270202944,-12.45807118,2.446985285,1.257449969,2.717317193,2.790579261,-1.108665293,-8.387272988,2.678780434,-5.903652632,-1.706015764,,,
$ĐЁ-RealHipHop.mp3,0.40495224546190106,0.14508050680160522,2421.6892714731803,2762.872589,5688.511846,0.088435268,-129.7476977,91.08140197,11.6102609,-1.849278161,12.75551861,3.805004635,-4.214823481,9.224409969,-9.588898847,4.599339735,-2.975423649,3.311226743,-5.502292962,-0.284953554,2.89017835,3.753768416,-1.296941321,4.936608017,-7.383549167,-4.459953764,,,
$ĐЁ-我爱内蒙古.mp3,0.4607359688870387,0.1419517695903778,2332.1466257278066,2441.697224,5144.585331,0.087068838,-133.5269767,88.80949053,-5.11647168,19.57064313,3.214250204,10.81317808,-1.699503609,12.77610118,-3.08543279,8.155889958,-0.286327367,6.340435439,0.830394257,3.913501743,3.065939282,2.67020237,3.579142402,6.081746513,-0.583582285,-0.390746459,,,
$ĐЁTripleS-Slow.mp3,0.37417153378290496,0.24670611321926117,1805.8477778392212,2309.393139,3740.635063,0.057513645,-134.3816758,108.597392,33.76076182,26.7384265,13.25283591,3.72031236,2.51867863,3.524737144,-8.012400603,7.197219043,-2.583901412,5.978221086,-1.359213571,2.35330204,2.142242694,2.74068612,-6.834815903,0.587530082,-3.769822543,-1.810968587,,,
0879_Purpledemon-XO.mp3,0.5010626911838197,0.3929574191570282,1972.473885215008,2358.984602,4359.141696,0.051698226,-107.5805947,98.2916924,18.1158146,22.81646137,4.296311014,9.080215422,7.426048094,8.917661313,-3.110609049,14.53877059,8.925219808,3.137480652,1.456112986,2.572301115,0.588390851,3.835146144,-2.69936817,2.010375312,0.548891782,6.787455711,,,
1four8.-揭露(lookatmeremix).mp3,0.402939924495007,0.21809692680835724,1912.8097550410926,2172.28234,4175.593583,0.061904689,-127.4903886,107.421956,-1.443139404,7.514398949,0.05950237,5.903415125,-13.15554112,-7.380061352,-5.219727416,-2.230304835,-11.0356249,8.062720491,1.667160162,-4.38983447,0.001220386,3.044697433,-2.739868345,6.230665936,-2.655132726,0.196219223,,,
37号轨道-discover专辑片段试听.mp3,0.38007979706064526,0.21791192889213562,1968.8364019713688,2185.06618,4186.633517,0.084918113,-77.8429333,102.0740916,-7.93495639,35.41995958,6.275311384,11.23585166,-3.022418871,-0.8561376,1.194056188,2.985308166,-5.654703632,0.266915286,-2.650974636,-2.078079493,-8.174079804,0.227109032,-5.95535877,1.668318373,-2.308755811,-1.501441248,,,
47School-47SCHOOL.mp3,0.38382003723743374,0.14097055792808533,2481.941045712434,2213.058006,4814.373461,0.124780358,-145.8544496,77.01582217,-15.40794859,7.223930593,-17.2556911,-8.297539437,-12.68489989,0.415625196,-5.899496334,7.824038779,-0.985892246,-4.202225332,-10.27628712,-0.383372453,-4.465057703,-4.335265055,-4.633603604,6.02341423,-4.591018308,-8.653988159,,,
502badgateway-2017218demo1deepcoverremix.mp3,0.41564740719955134,0.2103758156299591,1934.8669649804715,2102.984846,4074.116555,0.067278893,-113.0569842,91.796494,-1.98557374,48.81986468,5.777133155,17.14441181,5.390342995,9.49834705,4.515977772,9.692579987,-1.795766346,7.639175957,1.64731745,2.93786448,1.572379135,4.149634974,-2.002311978,0.187568891,-5.525252493,2.013018369,,,
89DX-Broken.mp3,0.4494298438222697,0.3168673813343048,1932.141950671526,2416.072281,4593.806495,0.048654796,-115.3783834,105.726553,18.89393833,-4.591987965,7.655682485,1.852645851,1.119690829,-1.885671733,-9.932127691,5.696884867,-0.286750099,7.586875819,-0.12743898,7.662090244,3.676869975,2.0147623,7.093757018,6.558029285,-0.068182861,7.209968897,,,
8uckFlame-没意思.mp3,0.48004748498180877,0.19871041178703308,2451.349188834266,2376.599536,4965.348679,0.097276533,-91.46979618,79.4712999,-19.9160114,21.98546152,7.204587622,8.199069705,0.724636383,15.36077098,-4.438553682,13.88420656,4.022619065,8.891932702,0.289257059,8.401708622,3.803369908,6.721970398,1.83812009,5.259176904,3.450096849,4.377756112,,,
A-Mi--宠宠的宠爱.mp3,0.42846449357997907,0.26981598138809204,1911.7047946860735,2262.601319,4141.327608,0.064635914,-101.2680268,101.7234187,14.42776255,28.30939039,9.035554002,8.45921202,-2.667297084,6.852264167,-5.196108759,1.639499141,-3.661067958,5.203395247,0.676562781,6.798589289,0.130781019,4.607897227,-5.096039788,2.044531589,-2.07778959,2.996398227,,,
A-STJ-没有办法.mp3,0.3092897086150153,0.07287599891424179,1713.955977165784,1710.731616,3163.955532,0.082055509,-259.585381,105.2539453,1.707004705,18.81717175,-12.03437435,-11.12618326,-11.58308396,-17.4204232,-24.96893647,-4.593043558,-4.08092422,-6.379768523,-2.840966974,-2.984522419,-5.193818963,-2.646463923,-2.986407782,-0.180203138,-5.042022433,-0.496842647,,,
A.C.E-GiveMeAChance.mp3,0.3684786528153271,0.13353188335895538,2423.9243268240843,2410.884378,4903.653497,0.096034789,-233.4778551,67.20304027,53.57909467,36.04345689,11.62759406,6.998943285,-0.07684416,-0.655114029,-10.45185814,-4.658292818,-4.496618927,-7.413335118,-3.678425028,1.477834052,-10.46063448,-3.610981147,-10.25623748,-5.599365766,-7.483272651,-5.461846335,,,
A.T.M.-食物酒精.mp3,0.38091232946582604,0.26101070642471313,2222.2156518546417,2320.851494,4496.812442,0.100521379,-91.62738205,92.11515901,-3.129351799,14.21979969,10.76991953,3.678772716,-5.734558972,0.796531338,-11.82248396,6.071178415,-5.641646483,-0.560198844,-1.460735083,2.908624133,2.562255057,7.406405823,-2.140593542,-2.954662561,-3.223596333,1.402373677,,,
Ace组合-清欢问你.mp3,0.25148953275177455,0.2687106430530548,1977.948092739864,2365.258963,4196.929517,0.075186661,-87.42024004,101.3079129,9.659196204,19.01931224,-1.173676701,-0.458433886,-7.242654421,-5.870757725,-2.56374878,-1.797212828,-13.47420351,0.769367423,-9.895596302,-2.503653654,-7.046487953,0.007451114,-3.661493195,0.152224997,-2.501128775,1.187637664,,,
AC胡-sumika-宅男腐女恋爱真难op(フィクション)AC胡Pianoremix.mp3,0.24880142382347736,0.07466651499271393,877.484714420553,861.119863,1635.311743,0.055958644,-248.9022279,192.8423016,-37.47540739,14.76921621,14.32785443,-12.5634446,-2.697902807,-9.430788337,-3.624080273,1.828756033,-3.557834016,-5.448591008,-6.665370137,-5.767786633,-1.684354056,0.794324076,1.541744557,-1.41740883,-4.84815512,-3.410253762,,,
AC胡-Zwei-命运石之门0ed-LASTGAMEAC胡Diverseinstrumentsremix.mp3,0.2956721300188541,0.07515347003936768,918.9055784842758,1041.612954,1738.623789,0.053216665,-255.0130572,161.7715954,-15.82256003,14.66136312,7.542904955,1.463043977,-4.123194498,-6.379772665,-1.696464992,-1.597628536,-6.852529132,-7.993812246,-8.158851514,-6.687395448,-5.513056439,-3.928514593,-4.829640526,-5.423557699,-4.58565365,-0.832028975,,,
AC胡-乃木坂467首钢琴有缝串烧(简短版)-AC胡pianoremix.mp3,0.2277454710345304,0.05270037427544594,730.9865238208527,716.9022926,1246.714161,0.050291588,-313.0833687,167.8513621,4.690638394,-0.039188524,11.50497387,-1.750838411,-4.667934339,-7.591865482,-5.558164192,-1.93297217,-6.595036117,-10.27418529,-7.329894386,-3.816567673,-1.989914885,-0.770907838,0.266214058,-2.17409653,-6.997534543,-5.380123161,,,
Ader-ex.mp3,0.28858063079008694,0.18398059904575348,1753.1252452066894,1948.434335,3398.821513,0.075302637,-158.4471359,112.0082506,12.77392408,20.61791903,-10.81288635,1.565538997,-11.56241042,-12.69161649,-5.943388554,-12.45365321,-7.960821292,-3.897022223,-2.869511423,1.128870974,-9.854521905,-3.59831372,-8.385241902,-1.745462122,-5.02273885,0.758654967,,,
AFGaka佛教徒KInGMJz-TheLight.mp3,0.3025690977259114,0.19544725120067596,2396.049237978155,2377.2849,4905.706243,0.103846332,-122.7586937,77.52095681,3.648039914,24.13746646,-3.235800405,-7.588951724,-13.3492878,-6.370902065,-16.42658999,-7.087492381,-13.16888169,-1.989712685,-7.994375299,-1.800567212,-1.436618934,1.552219534,-3.127253951,-0.123343591,-6.430603352,-2.867249915,,,
AFT-ARFAT-Nimishqa(为什么).mp3,0.2634551931827282,0.1619682013988495,1350.8506707002994,1891.421735,2516.115239,0.054875224,-179.8546582,140.1892519,19.41826461,4.417239227,-1.435136263,-13.79559981,-10.43927391,1.32543134,-30.25966736,4.707313452,-8.047413029,-4.707035826,-6.549063709,-6.231124626,-7.46430183,-5.590153603,-10.04888136,-10.60610294,-7.141944984,-8.139931984,,,
Ais苏希晨-一个人的回应.mp3,0.3240247086426351,0.176356703042984,1743.2414300070861,2247.45358,3881.187322,0.060330862,-153.9103317,99.63767818,24.74865878,36.72021231,13.00479272,8.939603094,1.954725076,8.11094739,-7.705762141,5.16220466,-7.935506666,-0.485022191,-0.449069151,-3.497314007,-6.566677124,-0.335065853,-7.26400453,-3.096106868,-7.800810131,-3.808559364,,,
AIYoung施沐阳-我们一起找回忆.mp3,0.3305253615850815,0.08513912558555603,2123.3289670568493,2226.577877,4429.560752,0.093574951,-177.4478254,90.24450721,-10.5618794,35.15583898,14.7843757,17.43816505,4.351687246,13.2650236,-8.390032858,3.831241865,-7.86748686,-4.465747694,-10.2000916,-3.953867089,-6.507692529,0.420486065,-4.460706074,1.825356753,0.023900399,1.392572911,,,
AIYoung施沐阳-无声电影(想念不插电夜深人静版).mp3,0.235212785356227,0.08294478803873062,2390.2725675128295,2525.735057,5324.637721,0.089800441,-219.3038994,68.26227161,5.497665284,16.58056326,-5.823318238,1.813034266,-7.737868466,-4.747072299,-24.78896319,-3.625510893,-17.29011313,-12.41984068,-17.1863249,-10.3939438,-15.49283247,-11.46763157,-17.77155735,-14.38514913,-10.27371525,-8.322147425,,,
AK-47号公路.mp3,0.3687973236667227,0.24344488978385925,1869.1129118303352,2286.328039,4224.327274,0.062208981,-89.55760668,98.36652915,9.753404928,36.80482276,9.350862425,11.34111472,-0.934853715,4.074315159,-3.54604495,4.120083028,1.150765625,5.116595391,1.012912373,4.051850827,-0.328198737,2.883787819,-4.261746383,1.83779135,-3.082980042,1.657755603,,,
Aka-外星人-感情remix.mp3,0.3406615034494858,0.19823195040225983,1249.8015139530348,1757.865439,2314.351714,0.049118885,-181.0334775,139.2004802,44.75328196,28.99407818,-0.479354989,1.435049854,-13.7018018,-13.12990212,-17.29409596,-3.000104593,-1.916660674,5.792480895,4.805075656,3.187287555,5.733631048,6.451583341,-3.037691033,3.661957995,-2.030415701,0.327986611,,,
AKA.Black-然后.mp3,0.3966072593493159,0.16502904891967773,1917.0041254807163,2396.556686,4317.260456,0.066916411,-127.462239,107.1308527,17.24612176,24.83284619,8.388440465,10.27190455,3.452574564,6.786444984,-0.971607203,8.583309611,-0.475818195,4.527096209,-1.102878303,1.003594787,-0.682861228,1.060174202,-3.272894942,3.576021586,-4.345334839,-1.070200305,,,
aka佛教徒-Hisfrozen.mp3,0.40216094636185007,0.15259747207164764,1573.3261753198337,2155.106581,3291.401315,0.049209525,-226.0762896,109.0681961,43.93891039,34.8148198,14.1224979,8.724512682,2.379803631,7.252483875,-6.899616974,0.170115791,-2.210290056,1.187127902,-2.319783883,-0.433973828,2.160781342,-1.808602682,-5.039003446,2.227124986,-2.798633533,0.881739392,,,
Aka张旭搏-一次就好Remix.mp3,0.2963202163308766,0.2310459315776825,1784.9487625604968,1864.102763,3462.830966,0.088042449,-119.0050566,122.6688399,8.967650773,20.3849836,-6.305617504,5.798747414,-5.098003113,-4.579599882,-8.177228424,0.734420053,-9.129180567,1.218652086,-5.797371737,0.70432179,-1.643660586,-4.22176285,-2.904201658,-0.708545132,-5.638686243,-2.783191077,,,
Aka张旭搏-我期待那天.mp3,0.3607154139257055,0.13785475492477417,2235.3021134801743,2268.429567,4679.139741,0.103480891,-140.1222697,85.09368231,8.387199519,31.85103482,-1.524638879,10.55716497,-2.308241681,-0.056248673,-4.338588457,4.757772528,-7.880833151,6.028027218,-5.456558428,2.774960782,-0.932569619,0.912906277,0.806417713,4.917991274,-1.986263447,3.591659601,,,
AKA战火-森林-AKA战火.mp3,0.2678106331342403,0.17852486670017242,2153.556047024106,2313.110714,4174.968098,0.105471025,-134.6805084,94.47479893,-8.670110872,-15.31345162,9.159881452,36.47937732,16.30225516,-3.739880178,-9.69698022,2.962128506,-2.253184516,7.97550582,0.317164721,2.096917059,-0.655924658,-7.210290666,-9.170315196,7.93003959,3.484217157,5.817209578,,,
AKA独白-你的夏天.mp3,0.3308331823724062,0.24283261597156525,1749.2668443839984,2155.29839,3458.104571,0.065855023,-126.6458728,122.0590802,24.08596216,11.41429237,4.211407894,-1.798966637,-7.968895639,11.76974628,-7.744353635,2.014065582,-0.502882048,-3.10210997,-5.292965473,-5.928827861,-6.489358727,-4.467858446,-6.979384216,-4.310484037,-8.50232317,-0.814365041,,,
aka葵花Y6Y-梦幻.mp3,0.31804805835414046,0.12125535309314728,2239.2740477455886,2392.910823,4678.75442,0.08846211,-169.5954658,94.39745792,8.559458623,12.15978237,3.276249638,-0.028873559,-13.98704514,6.277372939,-25.04874674,4.853675097,-3.513947092,2.864159477,-2.174044774,7.115266358,-2.409584436,5.648668126,-4.783756068,2.431461661,-2.207413208,-1.479417081,,,
