album_link	album_name	author	release_date	count	language	label	category	rate	rate_info	genre	song_count	song_link	song_name	song_count	lyrics
https://www.xiami.com/album/2102817267	Stand Up Again	苏醒	2017.11.29	630000	国语	星伦文化	录音室专辑	9.3	(34人评分)	#流行说唱 Pop Rap、#嘻哈 Hip-Hop	10	https://www.xiami.com/song/1796812690	Only You	55000	"吉他：李泽
音乐制作人：陈佳楠
混音：谌彦兮
录音师：谌彦兮
母带工程师：Chris Gehringer

Only you
有你爱才特别
Only you
因为我还想念
Only you
My only my only girl
哪怕一点考验一点冒险
Only you
有你爱才特别
Only you
因为我还想念
Only you
My only my only girl

Only you
给我所有晴天
那些年的我太过要强
曾失去了感情的方向
曾经是我太过自负让你受伤
又让你不得不投降
爱不在无奈
我知道这些年你对我一直坦白
焦躁时你却耐心满载
我知道你从来不是故意
我自私的目的
你包容我的无理我的妒忌
Everytime
当我负气
你总把温暖速递
我慢慢才感到

少了不安和烦扰
发现周围不停喧闹
当你不在我身边我的生活都乱套

Alrite
那时我累了不对了
感觉颓废了又偶尔后退了
这句歌词曾被我废了
现在却要重复用第二回了
只是为了你的一句喜欢它
那就ok了
真的没谁了如果赌对了
一切熬煎一切冒险
一切考验通通都无畏了
没了你的陪伴日子就会漫长

少了你的关注心情就会反常
再好听的话都不算赞赏
再热闹的party都会感伤
每到晚上假装繁忙
到处寻找你的暗香
And I wanna hear the song
Only you
有你爱才特别
Only you
因为我还想念
Only you
My only my only girl
哪怕一点考验一点冒险
Only you
有你爱才特别
Only you
因为我还想念
Only you
My only my only girl

Only you
给我所有晴天
Let's face it only you can touch my heart
世界再大有你的地方
就能够感应能到达
No matter how far
Only you smile with me only you cry with me
Only you believe in me and never leave me
When I am down you fight with me
You were the one who told me to trust love one more time
当我百无聊赖
不需要对谁交代
你懂我其实需要爱
Walk into my life
曾那样防备因为太狼狈
心田几度荒废
你牵着我的手说要共度明天
让过去让位
不曾想过一起走过
沿途经过多少绿洲和荒漠
不曾讲过一辈子这样过
但不知道离开了你要怎么过
回忆重现曾被冲动攻陷
也曾哭红眼心疼过容颜
但依然相拥在每个寒冷的冬天
没有终点
我们哭我们笑会叹气
会歇脚会复原会骄傲
会有神魂颠倒的夜晚和
每个洒满阳光的温馨的清早

岁月悄悄打造了一座环岛
只剩彼此值得参考
生活像两人慢跑
平静的默契最难找
Only you
有你爱才特别
Only you
因为我还想念
Only you
My only my only girl
哪怕一点考验一点冒险
Only you
有你爱才特别
Only you
因为我还想念
Only you
My only my only girl

Only you
给我所有晴天
收起"
https://www.xiami.com/album/2102815679	诗眠 | Insomnia	PO8	2017.08.14	1294000	国语	独立发行	录音室专辑	9.6	(17人评分)	#老派说唱 Old-school Hip Hop、#中国地下说唱 Chinese Underground Hip Hop、#爵士嘻哈 Jazz Hip Hop	4	https://www.xiami.com/song/1796478357	玛莉莲娜(feat. Alice m.o)	40000	"No lyrics available"
https://www.xiami.com/album/2102750285	欢乐颂2	王旋	2017.05.17	183000	国语	独立发行	录音室专辑	0.0	（评分人数不足10人）	#流行说唱 Pop Rap	1	https://www.xiami.com/song/1795899081	欢乐颂2	183000	"[00:01.80]《彩虹》

[00:03.93]编曲：王旋

[00:05.81]作词：王旋

[00:08.80]后期：欧阳丫丫 柏南

[00:20.97]你是我的天使有着美丽的翅膀

[00:23.45]能够到在我身边散发着你迷人的光亮

[00:26.29]握紧你的手 不再回头 大步向前走

[00:28.62]不会在去皱繁琐的眉头

[00:30.85]你是天使我是你手中的权杖

[00:33.18]我想守护你一生看到你幸福的模样

[00:35.82]给你足够的安全感给你永远的照顾

[00:38.40]陪你走完这条充满坎坷的道路

[00:40.58]mababy 请你不要害怕

[00:43.07]尽管怎样有我带你回家

[00:45.25]有我给你照亮梦的前方

[00:47.83]不会让你迷失爱的方向

[00:50.01]You're my angel 这是我的幸福

[00:52.29]不让你难过害怕这是我的义务

[00:56.66]happiness 会慢慢的到来

[00:57.97]让我们一起去守护这最真诚的爱

[01:00.20]副歌：想借你的翅膀

[01:01.82]抓住云端的彩虹

[01:04.91]你散发这光亮

[01:06.99]不会在变成空

[01:09.78]想借你的翅膀

[01:11.71]抓住云端的彩虹

[01:14.35]打开爱的窗

[01:16.88]透入清爽的风

[01:19.67]爱的包容理解全部都给你最后都消散

[01:24.94]如果能够重来我会珍惜永远给你陪伴

[01:29.65]爱的包容理解全部都给你最后都消散

[01:34.68]如果能够重来我会珍惜永远给你陪伴

[01:39.10]你的爱能够让我重生

[01:41.75]从年少到长大不会在懵懂

[01:44.23]就像太阳永远滋润着世界

[01:46.26]让万物生长不会在胆怯

[01:49.25]你的呼吸你的美丽让我感到美好

[01:51.83]想来一场旅游把你变成我的背包

[01:54.22]不想离开你得到了你不想失去你

[01:56.55]永远的驻扎在你的心里

[01:59.23]对你的所有都不忍心割舍

[02:01.46]不论风吹雨打永远不会后撤

[02:03.78]你是我的天使也是我的童话

[02:05.87]能够让我幸福心里也逐渐萌芽

[02:08.50]这种感觉不断的升温

[02:11.25]把你最可爱的笑脸在我心里温存

[02:13.68]不管怎样我都不会在放弃

[02:15.81]风雨坎坷在多做出最顽固的抗议

[02:18.24]副歌：想借你的翅膀

[02:20.07]抓住云端的彩虹

[02:22.60]你散发这光亮

[02:25.34]不会在变成空

[02:28.13]想借你的翅膀

[02:29.75]抓住云端的彩虹

[02:32.45]打开爱的窗

[02:34.58]透入清爽的风

[02:38.17]爱的包容理解全部都给你最后都消散

[02:42.79]如果能够重来我会珍惜永远给你陪伴

[02:47.65]爱的包容理解全部都给你最后都消散

[02:52.98]如果能够重来我会珍惜永远给你陪伴
收起"
https://www.xiami.com/album/2102698812	Chinglish	Dough-Boy	2017.03.08	967000	粤语	Yo Nation	录音室专辑	9.5	(25人评分)	#流行说唱 Pop Rap、#意识说唱 Conscious Hip Hop	11	https://www.xiami.com/song/1795615329	10K	13000	"Wishing you would answer all these phone calls
I'm on the other side of the stone wall
Hope I could break through be the one
that you admire
I just wanna be like David Blaine on TV spitting fire
Now I'm so sick and tired surrounded by these liars
All these f-ckboys analyzing my attire
They say the beats are banging
but they never fit the market
They say rap overall probably should've started
Let alone the fact that you don't rap the language
The list of reasons not to do it seems endless
I see my classmates living life driving cars
I'm in the lab mixing tracks and just rhyming bars
Enough of being pushed around
I will bury all your curses to the ground
I'm so tired of what u say I'm so tired of being down
I will bury all your curses to the ground
And I'ma piss on it

Where you at slows you down
The city ain't got love and you know it now
How you gon' put your music out on retail
How you gon' read and not reply my email
Everything turns cliche these days
So they shut doors down no room for leeway
Better watch the way
that you gon' talk to me it's properly
Cos I don't have the time to come around
and have you stopping me
I really need to feed the fam
and selling beats is part of the plan
You see me stressing out of breath
but screw the rest its harder to stand
the fact that
we just play the game according to the deck of cards
I didn't come this far just to come this far
Enough of being pushed around
I will bury all your curses to the ground
I'm so tired of what u say I'm so tired of being down
I will bury all your curses to the ground
And I'ma piss on it
收起"
https://www.xiami.com/album/2102677428	苦中做乐	斯威特	2017.02.04	46000	国语	独立发行	录音室专辑	0.0	（评分人数不足10人）	#陷阱说唱 Trap Rap、#嘻哈 Hip-Hop、#中国地下说唱 Chinese Underground Hip Hop	8	https://www.xiami.com/song/1795448269	十万次相亲 feat 丁香	9020	"verse1
十万次机会 十万次依偎
太多的难题到了现在还没击退
过去的滋味 只剩下余味
沉寂在时间中多晚都不愿去睡

是天注定还是缘分还没来到
丘比特的箭究竟射中了谁的怀抱
时钟 始终 敲打却还是没清醒
总以为自己是天上最亮的那颗星星

被等待这两个字害的不浅
错过的片段它还在这浮现
冷漠的视线 在你我之间
熙攘的马路斑马线那个是支点

我可能真的会遇见你
希望不是下个轮回或是梦里
带你去远方完成故事的结局
为下个开始写上还未完待续

hook
我们在哪里见面
在哪里会照相片
留下谁的印象在 昨天

可能我没来过
可能你还在沉默
我们一如既往 错过

verse2
十万次选择 十万次抉择
十万次麻木的想法你觉不觉得
也许 你在 某个 角落 在看着我
由于 某些的原因你还没看过我

生命中最好的永远没有出现
之前的过往只是为了你我情节铺垫
为你穿上white dress 请你等候
在恰当的时间地点拉你的手

哎 像我第一次写下rap name
参加这rap game 一切都未曾防备
你在哪里能否听到回音
整个校园我走到哪里才离你最近

我已经准备了我们的开场白
我们要去的餐厅还有点那样菜
看那场电影 你的心怎么占领
怎么逗你笑发什么微信传情

hook
我们在哪里见面
在哪里会照相片
留下谁的印象在 昨天

可能我没来过
可能你还在沉默
我们一如既往 错过

brige
遇见你靠近你 在什么时期
见到你抱紧你 在什么时机
别怀疑 我等待的就是你
别猜忌 你早就出现在我旧日记
收起"
https://www.xiami.com/album/2103514374	Zugluur	MG42	2017.12.29	92	蒙古语	独立发行	录音室专辑	0.0	（评分人数不足10人）	#硬核说唱 Hardcore Hip Hop、#地下说唱 Underground Hip Hop、#嘻哈 Hip-Hop	1	https://www.xiami.com/song/1801705045	Zugluur	92	"No lyrics available"
https://www.xiami.com/album/2103465033	我期待那天	Aka张旭搏	2017.12.28	583	国语	独立发行	录音室专辑	0.0	（评分人数不足10人）	#流行说唱 Pop Rap、#嘻哈 Hip-Hop	1	https://www.xiami.com/song/1801356847	我期待那天	583	"睡梦中突然被手机来电铃声给吵醒
我接起电话又听到了那个熟悉的声音
我不知道该说什么无奈的挂了哥哥的电话
还是一样一如既往催我赶紧回家

我不知道为什么自己还在漂泊
茫茫人海我到底在追寻什么
我想追梦赚更多的钱然后我使劲去花
可亲戚朋友总是对我说讽刺的话
你别我是谁我他妈继续醉
没钱又怎样大不了找婊子睡



我期待有那么一天
将我的梦想都实现
履行那些许下的诺言



当夜深人静 一个人开始反省
静下了心 从未有过的安静
深夜来袭 感觉这座繁华的城市就像是一堆废墟
酒还是一瓶一瓶的下肚 但还是毫无醉意

到底是这社会变了还是我不懂了
我变成了双重性格眼睛变成红色
我还是我吗 我有很多次这样问过自己
这还是我吗 怎么变的自己都不能够自理

曾经五颜六色的梦想如今只剩下黑
明白这些饶舌歌手不靠实力靠吹
这梦想却被这肮脏的社会踩个粉碎
仅剩下的力气感觉呼吸都变的很累

我这次的生命到来究竟意味着什么
我不奢求什么也不想从中得到什么
我愿意抛弃一切就像她抛弃我一样
微弱的呼吸沉重的喘气痛并快乐的成长

我知道 我知道这一切我都可以放开
每天晚上去夜店表演是生活的无奈
小的时候一直在幻想着长大有点出息
可到了现在想回到儿时的无忧无虑

没错这是现实太现实我不理会
我为自己而活不管那些物是人非
我只想告诉家人我过得很好请不用担心
我必须要继续追寻因为我他妈真的不甘心
你别我是谁我他妈继续醉
我没钱又怎样大不了找婊子睡

我期待有那么一天
将我的梦想都实现
履行那些许下的诺言
收起"
https://www.xiami.com/album/2103463944	梦中她	毒宝	2017.12.26	157	国语	独立发行	录音室专辑	0.0	（评分人数不足10人）	#流行说唱 Pop Rap	1	https://www.xiami.com/song/1801351587	梦中她	157	"梦中她-毒宝
原创-毒宝
演唱：毒宝-洪江
只为她，烟雨朦胧飘散花
如今我，奈何之中为寻她
梦中她，没曾给她一个家
别恨我，无法把你伤痕抹
只为她，当初流泪你心碎
如今我，提起断笔多珍贵
梦中她，苦笑心累谁体会
别恨我，深夜只能流眼泪
只为她，付出
只为她，痛哭
只为她，情书
只为她，认输
如今我，无用
如今我，心痛
如今我，笔重
如今我，歌诵
梦中她，好美
梦中她，后悔
梦中她，花蕊
梦中她，情鬼
别恨我，思绪
别恨我，离去
别恨我，回忆
别恨我，哭泣
只为她，崩溃
只为她，心碎
只为她，流泪
只为她，疲惫
如今我，烈酒
如今我，远走
如今我，放手
如今我，怒吼
梦中她，红颜
梦中她，心田
梦中她，从前
梦中她，可怜
别恨我，疲倦
别恨我，思念
别恨我，埋怨
别恨我，亏欠
只为她，付出
只为她，痛哭
只为她，情书
只为她，认输
如今我，无用
如今我，心痛
如今我，笔重
如今我，歌诵
梦中她，好美
梦中她，后悔
梦中她，花蕊
梦中她，情鬼
别恨我，思绪
别恨我，离去
别恨我，回忆
别恨我，哭泣
只为她，崩溃
只为她，心碎
只为她，流泪
只为她，疲惫
如今我，烈酒
如今我，远走
如今我，放手
如今我，怒吼
梦中她，红颜
梦中她，心田
梦中她，从前
梦中她，可怜
别恨我，疲倦
别恨我，思念
别恨我，埋怨
别恨我，亏欠
收起"
https://www.xiami.com/album/2103463521	Life's A Struggle	MaxH	2017.12.25	272	国语	独立发行	录音室专辑	0.0	（评分人数不足10人）	#流行说唱 Pop Rap、#嘻哈 Hip-Hop	1	https://www.xiami.com/song/1801347913	wav	272	"No lyrics available"
https://www.xiami.com/album/2103438334	Birth of the Dirty	老脏岸	2017.12.24	3453	国语	G-Luv	录音室专辑	0.0	（评分人数不足10人）	#地下说唱 Underground Hip Hop、#器乐说唱 Instrumental Hip Hop、#中国地下说唱 Chinese Underground Hip Hop	15	https://www.xiami.com/song/1801158681	Intro 开宗明义	571	"No lyrics available"
